"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","23","Surefire suite","Surefire test","io.klvl.SimpleTest","io.klvl.SimpleTest","testSimple","testSimple",""
"failed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.reportinfo.CategoriesTest","io.klvl.reportinfo.CategoriesTest","testCategoryByMessageRegExp2","testCategoryByMessageRegExp2",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.descriptive.TestActionsNamesTest","io.klvl.descriptive.TestActionsNamesTest","testDescriptiveName","As allure user I can set descriptive name for my test",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignUpWithGoogleTest","io.klvl.annotations.epic.feature.story.authorization.SignUpWithGoogleTest","testSignUpWithGoogleWhenAccountAlreadyExists","testSignUpWithGoogleWhenAccountAlreadyExists",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","testValidSignUpWithCredentials","testValidSignUpWithCredentials",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","testSignUpWithCredentialsWhenAccountExists","testSignUpWithCredentialsWhenAccountExists",""
"failed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","4","Surefire suite","Surefire test","io.klvl.reportinfo.CategoriesTest","io.klvl.reportinfo.CategoriesTest","testCategoryByMessageRegExp","testCategoryByMessageRegExp",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.SeverityTest","io.klvl.annotations.SeverityTest","testBlockerSeverity","testBlockerSeverity",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.annotations.StepTest","io.klvl.annotations.StepTest","testParametrizedSepName","testParametrizedSepName",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","3","Surefire suite","Surefire test","io.klvl.allurelifecycle.AttachmentTest","io.klvl.allurelifecycle.AttachmentTest","testAddAttachment","testAddAttachment",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.LinkTest","io.klvl.allurelifecycle.LinkTest","testLink","testLink",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.SeverityTest","io.klvl.annotations.SeverityTest","testCriticalSeverity","testCriticalSeverity",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithGoogleTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithGoogleTest","testSignInWithNonExistingGoogleAccount","testSignInWithNonExistingGoogleAccount",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","testSignInWithInvalidPassword","testSignInWithInvalidPassword",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignUpWithGoogleTest","io.klvl.annotations.epic.feature.story.authorization.SignUpWithGoogleTest","testValidSignUpWithGoogle","testValidSignUpWithGoogle",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.ParametersTest","io.klvl.annotations.ParametersTest","testParameters","testParameters",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.SeverityTest","io.klvl.annotations.SeverityTest","testNormalSeverity","testNormalSeverity",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.allurelifecycle.DescriptionTest","io.klvl.allurelifecycle.DescriptionTest","testDescription","testDescription","The purpose of this test is to demonstrate how to add description to a report!"
"skipped","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.SkippedTest","io.klvl.SkippedTest","testSkippedFirst","testSkippedFirst",""
"unknown","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.IssueTest","io.klvl.annotations.IssueTest","testIssue","testIssue",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.AttachmentTest","io.klvl.allurelifecycle.AttachmentTest","testSimpleAttach","testSimpleAttach",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.ParametersTest","io.klvl.annotations.ParametersTest","testParameters","testParameters",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.LinkTest","io.klvl.annotations.LinkTest","testLinkAsText","testLinkAsText",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.TmsLinkTest","io.klvl.annotations.TmsLinkTest","testTmsLink","testTmsLink",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.IssueTest","io.klvl.allurelifecycle.IssueTest","testIssue","testIssue",""
"unknown","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.IssueTest","io.klvl.annotations.IssueTest","testIssuePattern","testIssuePattern",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.MultipleStoriesTest","io.klvl.annotations.epic.feature.story.MultipleStoriesTest","testMultipleStories","testMultipleStories",""
"unknown","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.annotations.IssueTest","io.klvl.annotations.IssueTest","testMultipleIssues","testMultipleIssues",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.DescriptionTest","io.klvl.allurelifecycle.DescriptionTest","testDescriptionHtml","testDescriptionHtml",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.DescriptionTest","io.klvl.annotations.DescriptionTest","testDescriptionMultiParagraph","testDescriptionMultiParagraph","The purpose of this test is to demonstrate how to add
multi-paragraph description to
allure report
"
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.LinkTest","io.klvl.annotations.LinkTest","testMultipleLinks","testMultipleLinks",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","testSignInWithValidCredentials","testSignInWithValidCredentials",""
"failed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.reportinfo.CategoriesTest","io.klvl.reportinfo.CategoriesTest","testSimpleCategory","testSimpleCategory",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","testSignInWithInvalidLogin","testSignInWithInvalidLogin",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.SeverityTest","io.klvl.annotations.SeverityTest","testTrivialSeverity","testTrivialSeverity",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","4","Surefire suite","Surefire test","io.klvl.allurelifecycle.StepTest","io.klvl.allurelifecycle.StepTest","testStepAsLambda","testStepAsLambda",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithGoogleTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithGoogleTest","testValidSignInWithGoogle","testValidSignInWithGoogle",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.TmsLinkTest","io.klvl.allurelifecycle.TmsLinkTest","testTmsLink","testTmsLink",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","5","Surefire suite","Surefire test","io.klvl.annotations.AttachmentTest","io.klvl.annotations.AttachmentTest","testJsonAttachment","testJsonAttachment",""
